query,product_id,product_title,product_brand,product_color,product,esci
clear plastic catch trays plants,B001D0WK8Q,"product_title The HC Companies SLI10000E21C012LRTKG KZART Akro Mils SLI10000E21 Saucer for 10-Inch Classic Pot, Chocolat, Chocolate",product_brand The HC Companies,product_color Chocolate,"product_title The HC Companies SLI10000E21C012LRTKG KZART Akro Mils SLI10000E21 Saucer for 10-Inch Classic Pot, Chocolat, Chocolateproduct_brand The HC Companiesproduct_color Chocolate",S
toy story buzz lightyear and woody,B07PQFT83F,product_title Disney Buzz Lightyear Interactive Talking Action Figure - 12 Inches,product_brand Disney,product_color Multicoloured,product_title Disney Buzz Lightyear Interactive Talking Action Figure - 12 Inchesproduct_brand Disneyproduct_color Multicoloured,S
tkd sparing gear,B00BCMLF6I,product_title Lightning Blue Karate Sparring Gear Package Deal - Child Large,product_brand Lightning by Pro Force,product_color None,product_title Lightning Blue Karate Sparring Gear Package Deal - Child Largeproduct_brand Lightning by Pro Forceproduct_color None,E
water trampoline for lake,B086JQLP38,"product_title Wotryit 10 Ft Inflatable Water Trampoline Bounce Swim Platform Inflatable Bouncer Jump Water Trampoline Bounce Swim Platform for Water Sports,Weight Capacity 500Lbs",product_brand Wotryit,product_color multiolor,"product_title Wotryit 10 Ft Inflatable Water Trampoline Bounce Swim Platform Inflatable Bouncer Jump Water Trampoline Bounce Swim Platform for Water Sports,Weight Capacity 500Lbsproduct_brand Wotryitproduct_color multiolor",E
b01ci40oi8 womens mid calf boots,B00K1WARBE,"product_title HUNTER Women's Original Short Rain Boot,Black Matte,8 B(M) US",product_brand HUNTER,product_color Black,"product_title HUNTER Women's Original Short Rain Boot,Black Matte,8 B(M) USproduct_brand HUNTERproduct_color Black",S
flapper dress,B0777KJQX8,product_title PrettyGuide Women's 1920s Flapper Dress Fringed Great Gatsby Dress M Rose Gold,product_brand PrettyGuide,product_color Rose Gold,product_title PrettyGuide Women's 1920s Flapper Dress Fringed Great Gatsby Dress M Rose Goldproduct_brand PrettyGuideproduct_color Rose Gold,E
golf shoes mens,B07GT5KHKG,"product_title New Balance Men's Breeze Breathable Spikeless Comfort Golf Shoe, Grey, 11D D US",product_brand New Balance,product_color Grey,"product_title New Balance Men's Breeze Breathable Spikeless Comfort Golf Shoe, Grey, 11D D USproduct_brand New Balanceproduct_color Grey",E
wyers wb100 bugzooka,B004OHAK5K,product_title BugZooka WB100 Bug Catcher Vacuum,product_brand BugZooka,product_color Clear/Black,product_title BugZooka WB100 Bug Catcher Vacuumproduct_brand BugZookaproduct_color Clear/Black,E
body lotion for aging skin,B00TZ8TH9I,"product_title Gold Bond Ultimate Strength & Resilience Skin Therapy Lotion, Fresh, 13 Ounce",product_brand Gold Bond,product_color None,"product_title Gold Bond Ultimate Strength & Resilience Skin Therapy Lotion, Fresh, 13 Ounceproduct_brand Gold Bondproduct_color None",E
aaa batteries,B087GMJXMC,"product_title Energizer MAX AA Batteries & AAA Batteries Combo Pack, 24 Double AA Batteries and 24 Triple AAA Batteries (48 Count)",product_brand Energizer,product_color None,"product_title Energizer MAX AA Batteries & AAA Batteries Combo Pack, 24 Double AA Batteries and 24 Triple AAA Batteries (48 Count)product_brand Energizerproduct_color None",E
door jumper,B07MZGGWRF,product_title Evenflo Exersaucer Activity Seat and Doorway Jumper,product_brand Evenflo,product_color Tiny Tropics Green,product_title Evenflo Exersaucer Activity Seat and Doorway Jumperproduct_brand Evenfloproduct_color Tiny Tropics Green,E
marula oil,B078Z2KPT5,"product_title SVA Organics Marula Oil Organic USDA 4 Oz Pure Natural Cold Pressed Carrier Unrefined Luxury Oil for Face, Body, Lips, Hair, Nails, Shampoo, Conditioner, Lotion, Face Serum",product_brand SVA ORGANICS,product_color None,"product_title SVA Organics Marula Oil Organic USDA 4 Oz Pure Natural Cold Pressed Carrier Unrefined Luxury Oil for Face, Body, Lips, Hair, Nails, Shampoo, Conditioner, Lotion, Face Serumproduct_brand SVA ORGANICSproduct_color None",E
individual wrapped cookies,B0872ZMXBG,"product_title OREO Original, OREO Golden, CHIPS AHOY! & Nutter Butter Cookie Snacks Variety Pack, Holiday Christmas Cookies, 2 Count (Pack of 56)",product_brand Oreo,product_color Variety,"product_title OREO Original, OREO Golden, CHIPS AHOY! & Nutter Butter Cookie Snacks Variety Pack, Holiday Christmas Cookies, 2 Count (Pack of 56)product_brand Oreoproduct_color Variety",E
sofa,B01LWUVJFD,"product_title Signature Design by Ashley - Alenya Queen Size Sleeper Sofa w/ 2 Throw Pillows, Charcoal",product_brand Signature Design by Ashley,product_color Grey,"product_title Signature Design by Ashley - Alenya Queen Size Sleeper Sofa w/ 2 Throw Pillows, Charcoalproduct_brand Signature Design by Ashleyproduct_color Grey",E
clorox,B00PUY4OXK,product_title COX38504CT - Clorox Disinfecting Spray,product_brand Clorox,product_color None,product_title COX38504CT - Clorox Disinfecting Sprayproduct_brand Cloroxproduct_color None,E
commercial paper shredder,B000WB397I,"product_title Fellowes Powershred 79Ci 100% Jam Proof Medium, Duty Cross, Cut Shredder, 16 Sheet Capacity, Black/Dark Silver",product_brand Fellowes,product_color Black; Silver,"product_title Fellowes Powershred 79Ci 100% Jam Proof Medium, Duty Cross, Cut Shredder, 16 Sheet Capacity, Black/Dark Silverproduct_brand Fellowesproduct_color Black; Silver",E
christmas tree 4 foot,B015VJPPNG,"product_title National Tree Company Pre-lit Artificial Mini Christmas Tree | Includes Small Lights and Cloth Bag Base | for Tabletop or Desk | Burlap-4 ft, 4', Green",product_brand National Tree Company,product_color Green,"product_title National Tree Company Pre-lit Artificial Mini Christmas Tree | Includes Small Lights and Cloth Bag Base | for Tabletop or Desk | Burlap-4 ft, 4', Greenproduct_brand National Tree Companyproduct_color Green",E
draw write now workbook,1720480656,"product_title Story & Sketch: Notebook For Kids - 8"" x 10"" - 120 pagesNotebook For Kids - 8"" x 10"" - 120 pages (Draw & Write Kids Journals) (Volume 6)",product_brand Createspace Independent Publishing Platform,product_color None,"product_title Story & Sketch: Notebook For Kids - 8"" x 10"" - 120 pagesNotebook For Kids - 8"" x 10"" - 120 pages (Draw & Write Kids Journals) (Volume 6)product_brand Createspace Independent Publishing Platformproduct_color None",S
fitbit charge 3,B06VXC2FJP,"product_title Fitbit Alta HR, Black, Large (US Version)",product_brand Fitbit,product_color Black,"product_title Fitbit Alta HR, Black, Large (US Version)product_brand Fitbitproduct_color Black",S
q50 diffuser,B09F61W2P3,"product_title Q1-TECH, 9-Piece Front Bumper Lip Kit & Side Skirt Extensions Diffuser compatible with 2018-2021 Infiniti Q50 Premium, Front Bumper Lip Spoiler Air Chin Body Splitter ABS, Glossy Black, 2019 2020",product_brand Q1-Tech,product_color None,"product_title Q1-TECH, 9-Piece Front Bumper Lip Kit & Side Skirt Extensions Diffuser compatible with 2018-2021 Infiniti Q50 Premium, Front Bumper Lip Spoiler Air Chin Body Splitter ABS, Glossy Black, 2019 2020product_brand Q1-Techproduct_color None",I
potassium chloride,B07T1LZ4D2,"product_title Potassium Chloride Powder, 1 Kg (2.2 Pounds), Salt Substitute & Electrolyte Powder, Pure Potassium Chloride Supplement, Helps Lower Blood Pressure, Essential Mineral, Filler Free and Dissolve Easily",product_brand MICROINGREDIENTS,product_color None,"product_title Potassium Chloride Powder, 1 Kg (2.2 Pounds), Salt Substitute & Electrolyte Powder, Pure Potassium Chloride Supplement, Helps Lower Blood Pressure, Essential Mineral, Filler Free and Dissolve Easilyproduct_brand MICROINGREDIENTSproduct_color None",E
fetal doppler,B00J2D5EH0,"product_title Pearhead Triple Sonogram Pregnancy Frame, Watch Baby Grow Through All Three Trimesters, Ultrasound Progression Frame, White",product_brand Pearhead,product_color 698904870388,"product_title Pearhead Triple Sonogram Pregnancy Frame, Watch Baby Grow Through All Three Trimesters, Ultrasound Progression Frame, Whiteproduct_brand Pearheadproduct_color 698904870388",E
men earrings,B07XQ8NDHX,product_title ONESING 15 Pairs Earrings for Men Black Stud Earrings Mens Earrings Stainless Steel Black Earrings for Men Women Jewelry Piercing Hoop Earrings Set,product_brand ONESING,product_color Black,product_title ONESING 15 Pairs Earrings for Men Black Stud Earrings Mens Earrings Stainless Steel Black Earrings for Men Women Jewelry Piercing Hoop Earrings Setproduct_brand ONESINGproduct_color Black,E
fall ribbon wired,B07LCM4NFQ,"product_title Plaid Check Wired Edge Ribbon - 10 Yards (Rust, Ivory 1.5"")",product_brand Craig Bachman,"product_color Rust, Ivory","product_title Plaid Check Wired Edge Ribbon - 10 Yards (Rust, Ivory 1.5"")product_brand Craig Bachmanproduct_color Rust, Ivory",E
song kang-ho,B079LS5Q3N,product_title Foul King,product_brand None,product_color None,product_title Foul Kingproduct_brand Noneproduct_color None,S
earbuds bluetooth,B07YDPJK7F,"product_title ENACFIRE G20 Wireless Bluetooth Earbuds, 8H Non-Stop Playtime, Dual-Mic, IPX8 Waterproof Wireless Headphones, CVC8.0 Noise Cancellation, Lightweight, Touch Control, Apt-X Free Lossless Audio",product_brand ENACFIRE,product_color Black,"product_title ENACFIRE G20 Wireless Bluetooth Earbuds, 8H Non-Stop Playtime, Dual-Mic, IPX8 Waterproof Wireless Headphones, CVC8.0 Noise Cancellation, Lightweight, Touch Control, Apt-X Free Lossless Audioproduct_brand ENACFIREproduct_color Black",E
ford expedition door symbol,B07XSGYVWV,"product_title Diamond Leather Steering Wheel Cover for Women Girls with Bling Bling Crystal Rhinestones, Universal Fit 15 Inch Anti-Slip Wheel Protector (Silver)",product_brand MuYido,product_color 1-Silver,"product_title Diamond Leather Steering Wheel Cover for Women Girls with Bling Bling Crystal Rhinestones, Universal Fit 15 Inch Anti-Slip Wheel Protector (Silver)product_brand MuYidoproduct_color 1-Silver",I
lettuce fresh romaine,B08HJDVT8W,"product_title Ambergron Produce Saver for Fruit Vegetable, Lettuce Keeper Storage Container for Fridge Refrigerator, Set of 3, BPA-Free, Clear",product_brand Ambergron,product_color None,"product_title Ambergron Produce Saver for Fruit Vegetable, Lettuce Keeper Storage Container for Fridge Refrigerator, Set of 3, BPA-Free, Clearproduct_brand Ambergronproduct_color None",C
crafting table top,B00L5I8RTW,"product_title US Art Supply 24"" x 36"" Green/Black Professional Self Healing 5-Ply Double Sided Durable Non-Slip PVC Cutting Mat Great for Scrapbooking, Quilting, Sewing and All Arts & Crafts Projects",product_brand US Art Supply,product_color Green/Black,"product_title US Art Supply 24"" x 36"" Green/Black Professional Self Healing 5-Ply Double Sided Durable Non-Slip PVC Cutting Mat Great for Scrapbooking, Quilting, Sewing and All Arts & Crafts Projectsproduct_brand US Art Supplyproduct_color Green/Black",E
24 oz plastic cups with lids,B07BMJ5TZ6,"product_title [ZEML] 100 Sets Plastic Cups With Lids, Smoothie Cups, Milkshake Cups - 24 oz.",product_brand Zeml,product_color Clear,"product_title [ZEML] 100 Sets Plastic Cups With Lids, Smoothie Cups, Milkshake Cups - 24 oz.product_brand Zemlproduct_color Clear",E
ncis series,B0753QN4BY,product_title NCIS: The Complete Series 1-14 - Now With Season 14,product_brand None,product_color None,product_title NCIS: The Complete Series 1-14 - Now With Season 14product_brand Noneproduct_color None,E
lincoln town car manual,B00IQ9OBSO,"product_title 1928, 1929, 1930, 1931 MODEL A FORD A-1 CAR, PICKUP & TRUCK RESTORATION & SERVICE MANUAL - For All Models",product_brand None,product_color None,"product_title 1928, 1929, 1930, 1931 MODEL A FORD A-1 CAR, PICKUP & TRUCK RESTORATION & SERVICE MANUAL - For All Modelsproduct_brand Noneproduct_color None",I
bingo sheets,B07BGX86RR,"product_title Classic Bingo Game for Adults and Kids, 3 Sets of 60 Bingo Cards (180 Pack)",product_brand Juvale,product_color None,"product_title Classic Bingo Game for Adults and Kids, 3 Sets of 60 Bingo Cards (180 Pack)product_brand Juvaleproduct_color None",E
mickey ears,B07WQYC6BS,product_title WLFY Mouse Ears Headbands for Party Decorations，Glitter Party Princess Decoration Cosplay Costume for Girls,product_brand WLFY,product_color None,product_title WLFY Mouse Ears Headbands for Party Decorations，Glitter Party Princess Decoration Cosplay Costume for Girlsproduct_brand WLFYproduct_color None,S
studded bustier,B07WGR68F3,"product_title Loxdonz Women's Spikes Peplum Blazer Studded Crop Frill Button Blazer Jacket Coat (US Size 8, Red)",product_brand Loxdonz,product_color Red,"product_title Loxdonz Women's Spikes Peplum Blazer Studded Crop Frill Button Blazer Jacket Coat (US Size 8, Red)product_brand Loxdonzproduct_color Red",I
4 wheel motorcycle for kids,B07DK516GR,product_title Power Wheels Racing ATV White Ride-On Vehicle,product_brand Power Wheels,product_color Multicolor,product_title Power Wheels Racing ATV White Ride-On Vehicleproduct_brand Power Wheelsproduct_color Multicolor,E
oxi clean dishwasher rinse aid,B00UASJMG0,"product_title OxiClean Washing Machine Cleaner with Odor Blasters, 4 Count",product_brand OxiClean,product_color None,"product_title OxiClean Washing Machine Cleaner with Odor Blasters, 4 Countproduct_brand OxiCleanproduct_color None",S
cordless drill with battery and charger,B083LKVPJV,"product_title TOLOCO Massage Gun, Upgrade Percussion Muscle Massage Gun for Athletes, Handheld Deep Tissue Massager Gun (Black)",product_brand TOLOCO,product_color None,"product_title TOLOCO Massage Gun, Upgrade Percussion Muscle Massage Gun for Athletes, Handheld Deep Tissue Massager Gun (Black)product_brand TOLOCOproduct_color None",E
ingersoll rand 1/2 impact 20v,B0002SRM3I,"product_title Ingersoll Rand 231C 1/2” Drive Air Impact Wrench – Lightweight, Max 600 ft-lbs Torque Output, Adjustable Power, Twin Hammer, Silver, 3.4 x 8.2 x 8.8 inches",product_brand Ingersoll Rand,product_color Silver/ Black,"product_title Ingersoll Rand 231C 1/2” Drive Air Impact Wrench – Lightweight, Max 600 ft-lbs Torque Output, Adjustable Power, Twin Hammer, Silver, 3.4 x 8.2 x 8.8 inchesproduct_brand Ingersoll Randproduct_color Silver/ Black",S
z supply,B07R4PRWNW,"product_title Z SUPPLY Women's Core Crew Tee, White, S",product_brand Z SUPPLY,product_color White,"product_title Z SUPPLY Women's Core Crew Tee, White, Sproduct_brand Z SUPPLYproduct_color White",E
saddle bag drink holder,B002FDL2EI,product_title American Trails - ATV Saddle Bag Black - Tank Bag Front Accessories Storage Pack Luggage,product_brand American Trails,product_color None,product_title American Trails - ATV Saddle Bag Black - Tank Bag Front Accessories Storage Pack Luggageproduct_brand American Trailsproduct_color None,E
samsung galaxy watch new,B06XX29S9Q,product_title SAMSUNG (MB-ME64GA/AM) 64GB 100MB/s (U3) MicroSDXC EVO Select Memory Card with Full-Size Adapter,product_brand SAMSUNG,product_color None,product_title SAMSUNG (MB-ME64GA/AM) 64GB 100MB/s (U3) MicroSDXC EVO Select Memory Card with Full-Size Adapterproduct_brand SAMSUNGproduct_color None,I
samsung galaxy s5,B081V5DQVL,"product_title Galaxy S5 Battery, Eponadd 3400mAh Enhanced Lithium-ion Battery for Samsung Galaxy S5 I9600 G900F G900V (Verizon) G900T (T-Mobile) G900A (AT & T) G900P (Sprint) (1 Year Warranty)",product_brand Eponadd,product_color None,"product_title Galaxy S5 Battery, Eponadd 3400mAh Enhanced Lithium-ion Battery for Samsung Galaxy S5 I9600 G900F G900V (Verizon) G900T (T-Mobile) G900A (AT & T) G900P (Sprint) (1 Year Warranty)product_brand Eponaddproduct_color None",C
quill pen and ink set with notebook,B07ZFDJW12,"product_title Feather Quill Pen Set,Retro Leather Notebook Feather Dip Pen Ink Bottle Set Stationery Gift Box,with 1Feather Dip Pen,1Notebook,1Pen Nib Base,1Ink Bottle (Without Ink)(black)",product_brand T angxi,product_color None,"product_title Feather Quill Pen Set,Retro Leather Notebook Feather Dip Pen Ink Bottle Set Stationery Gift Box,with 1Feather Dip Pen,1Notebook,1Pen Nib Base,1Ink Bottle (Without Ink)(black)product_brand T angxiproduct_color None",E
security chain,B00X6E0NE0,product_title Schlage 12mm Cinch Ring Security Chain (No Lock),product_brand SCHLAGE,product_color None,product_title Schlage 12mm Cinch Ring Security Chain (No Lock)product_brand SCHLAGEproduct_color None,E
